date,time,away,score_away,home,score_home,audience,
"Fri, Jan 10, 2020",7:00p,Atlanta Hawks,101,Washington Wizards,111,"16,360",
"Fri, Jan 10, 2020",7:15p,New Orleans Pelicans,123,New York Knicks,111,"18,003",
"Fri, Jan 10, 2020",7:30p,Miami Heat,113,Brooklyn Nets,117,"16,011",
"Fri, Jan 10, 2020",8:00p,Indiana Pacers,116,Chicago Bulls,105,"20,229",
"Fri, Jan 10, 2020",8:00p,San Antonio Spurs,121,Memphis Grizzlies,134,"16,448",
"Fri, Jan 10, 2020",9:00p,Orlando Magic,94,Phoenix Suns,98,"14,562",
"Fri, Jan 10, 2020",9:00p,Charlotte Hornets,92,Utah Jazz,109,"18,306",
"Fri, Jan 10, 2020",9:45p,Los Angeles Lakers,129,Dallas Mavericks,114,"20,542",
"Fri, Jan 10, 2020",10:00p,Milwaukee Bucks,127,Sacramento Kings,106,"17,583",
"Fri, Jan 10, 2020",10:30p,Golden State Warriors,100,Los Angeles Clippers,109,"19,068",
"Sat, Jan 11, 2020",5:00p,Minnesota Timberwolves,109,Houston Rockets,139,"18,055",
"Sat, Jan 11, 2020",7:00p,New Orleans Pelicans,105,Boston Celtics,140,"19,156",
"Sat, Jan 11, 2020",7:00p,Chicago Bulls,108,Detroit Pistons,99,"15,951",
"Sat, Jan 11, 2020",8:00p,Los Angeles Lakers,125,Oklahoma City Thunder,110,"18,203",
"Sat, Jan 11, 2020",8:30p,Philadelphia 76ers,91,Dallas Mavericks,109,"20,244",
"Sat, Jan 11, 2020",9:00p,Cleveland Cavaliers,111,Denver Nuggets,103,"19,533",
"Sat, Jan 11, 2020",10:00p,Milwaukee Bucks,122,Portland Trail Blazers,101,"19,843",
"Sun, Jan 12, 2020",3:30p,Miami Heat,121,New York Knicks,124,"18,861",
"Sun, Jan 12, 2020",3:30p,Utah Jazz,127,Washington Wizards,116,"15,953",
"Sun, Jan 12, 2020",6:00p,Atlanta Hawks,86,Brooklyn Nets,108,"15,201",
"Sun, Jan 12, 2020",6:00p,Golden State Warriors,102,Memphis Grizzlies,122,"16,408",
"Sun, Jan 12, 2020",6:00p,San Antonio Spurs,105,Toronto Raptors,104,"19,800",
"Sun, Jan 12, 2020",8:00p,Los Angeles Clippers,104,Denver Nuggets,114,"19,520",
"Sun, Jan 12, 2020",8:00p,Charlotte Hornets,92,Phoenix Suns,100,"14,751",
"Mon, Jan 13, 2020",7:00p,New Orleans Pelicans,117,Detroit Pistons,110,"13,780",
"Mon, Jan 13, 2020",7:00p,Philadelphia 76ers,95,Indiana Pacers,101,"15,257",
"Mon, Jan 13, 2020",7:30p,Chicago Bulls,101,Boston Celtics,113,"19,156",
"Mon, Jan 13, 2020",8:00p,Oklahoma City Thunder,117,Minnesota Timberwolves,104,"11,044",
"Mon, Jan 13, 2020",10:00p,Charlotte Hornets,112,Portland Trail Blazers,115,"19,111",
"Mon, Jan 13, 2020",10:00p,Orlando Magic,114,Sacramento Kings,112,"16,299",
"Mon, Jan 13, 2020",10:30p,Cleveland Cavaliers,99,Los Angeles Lakers,128,"18,997",
"Tue, Jan 14, 2020",7:30p,Phoenix Suns,110,Atlanta Hawks,123,"16,060",
"Tue, Jan 14, 2020",7:30p,Utah Jazz,118,Brooklyn Nets,107,"15,381",
"Tue, Jan 14, 2020",8:00p,Houston Rockets,110,Memphis Grizzlies,121,"16,181",
"Tue, Jan 14, 2020",8:00p,New York Knicks,102,Milwaukee Bucks,128,"17,590",
"Tue, Jan 14, 2020",10:30p,Dallas Mavericks,124,Golden State Warriors,97,"18,064",
"Tue, Jan 14, 2020",10:30p,Cleveland Cavaliers,103,Los Angeles Clippers,128,"19,068",
"Wed, Jan 15, 2020",7:00p,Detroit Pistons,116,Boston Celtics,103,"19,156",
"Wed, Jan 15, 2020",7:00p,Brooklyn Nets,106,Philadelphia 76ers,117,"20,416",
"Wed, Jan 15, 2020",7:30p,San Antonio Spurs,100,Miami Heat,106,"19,704",
"Wed, Jan 15, 2020",8:00p,Washington Wizards,106,Chicago Bulls,115,"19,382",
"Wed, Jan 15, 2020",8:00p,Indiana Pacers,104,Minnesota Timberwolves,99,"12,648",
"Wed, Jan 15, 2020",8:00p,Toronto Raptors,130,Oklahoma City Thunder,121,"18,203",
"Wed, Jan 15, 2020",9:00p,Charlotte Hornets,86,Denver Nuggets,100,"19,520",
"Wed, Jan 15, 2020",9:30p,Portland Trail Blazers,117,Houston Rockets,107,"18,055",
"Wed, Jan 15, 2020",10:00p,Dallas Mavericks,127,Sacramento Kings,123,"17,029",
"Wed, Jan 15, 2020",10:30p,Orlando Magic,119,Los Angeles Lakers,118,"18,997",
"Thu, Jan 16, 2020",7:30p,Phoenix Suns,121,New York Knicks,98,"18,215",
"Thu, Jan 16, 2020",8:00p,Boston Celtics,123,Milwaukee Bucks,128,"17,873",
"Thu, Jan 16, 2020",8:00p,Utah Jazz,132,New Orleans Pelicans,138,"16,717",
"Thu, Jan 16, 2020",10:30p,Denver Nuggets,134,Golden State Warriors,131,"18,064",
"Thu, Jan 16, 2020",10:30p,Orlando Magic,95,Los Angeles Clippers,122,"19,068",
"Fri, Jan 17, 2020",7:00p,Minnesota Timberwolves,114,Indiana Pacers,116,"16,248",
"Fri, Jan 17, 2020",7:00p,Chicago Bulls,89,Philadelphia 76ers,100,"20,919",
"Fri, Jan 17, 2020",7:00p,Washington Wizards,111,Toronto Raptors,140,"19,800",
"Fri, Jan 17, 2020",8:00p,Cleveland Cavaliers,109,Memphis Grizzlies,113,"17,102",
"Fri, Jan 17, 2020",8:00p,Miami Heat,115,Oklahoma City Thunder,108,"18,203",
"Fri, Jan 17, 2020",8:30p,Atlanta Hawks,121,San Antonio Spurs,120,"18,354",
"Fri, Jan 17, 2020",9:30p,Portland Trail Blazers,112,Dallas Mavericks,120,"20,283",
"Sat, Jan 18, 2020",3:30p,Los Angeles Clippers,133,New Orleans Pelicans,130,"17,959",
"Sat, Jan 18, 2020",6:00p,Milwaukee Bucks,117,Brooklyn Nets,97,"17,732",
"Sat, Jan 18, 2020",7:00p,Phoenix Suns,123,Boston Celtics,119,"19,156",
"Sat, Jan 18, 2020",7:30p,Detroit Pistons,136,Atlanta Hawks,103,"17,056",
"Sat, Jan 18, 2020",7:30p,Philadelphia 76ers,90,New York Knicks,87,"17,812",
"Sat, Jan 18, 2020",8:00p,Cleveland Cavaliers,116,Chicago Bulls,118,"19,939",
"Sat, Jan 18, 2020",8:00p,Toronto Raptors,122,Minnesota Timberwolves,112,"16,520",
"Sat, Jan 18, 2020",8:30p,Orlando Magic,95,Golden State Warriors,109,"18,064",
"Sat, Jan 18, 2020",8:30p,Los Angeles Lakers,124,Houston Rockets,115,"18,502",
"Sat, Jan 18, 2020",9:00p,Portland Trail Blazers,106,Oklahoma City Thunder,119,"18,203",
"Sat, Jan 18, 2020",9:00p,Sacramento Kings,101,Utah Jazz,123,"18,306",
"Sun, Jan 19, 2020",3:00p,Miami Heat,102,San Antonio Spurs,107,"18,422",
"Sun, Jan 19, 2020",8:00p,Indiana Pacers,115,Denver Nuggets,107,"19,520",
"Mon, Jan 20, 2020",2:00p,Detroit Pistons,100,Washington Wizards,106,"17,305",
"Mon, Jan 20, 2020",2:30p,Toronto Raptors,122,Atlanta Hawks,117,"17,300",
"Mon, Jan 20, 2020",3:00p,Philadelphia 76ers,117,Brooklyn Nets,111,"16,801",
"Mon, Jan 20, 2020",5:00p,Orlando Magic,106,Charlotte Hornets,83,"16,133",
"Mon, Jan 20, 2020",5:00p,New York Knicks,106,Cleveland Cavaliers,86,"17,133",
"Mon, Jan 20, 2020",5:00p,Oklahoma City Thunder,112,Houston Rockets,107,"18,055",
"Mon, Jan 20, 2020",5:00p,New Orleans Pelicans,126,Memphis Grizzlies,116,"17,794",
"Mon, Jan 20, 2020",5:00p,Sacramento Kings,113,Miami Heat,118,"19,600",
"Mon, Jan 20, 2020",5:00p,Chicago Bulls,98,Milwaukee Bucks,111,"17,747",
"Mon, Jan 20, 2020",7:30p,Los Angeles Lakers,107,Boston Celtics,139,"19,156",
"Mon, Jan 20, 2020",8:00p,Denver Nuggets,107,Minnesota Timberwolves,100,"12,172",
"Mon, Jan 20, 2020",9:00p,San Antonio Spurs,120,Phoenix Suns,118,"14,847",
"Mon, Jan 20, 2020",9:00p,Indiana Pacers,88,Utah Jazz,118,"18,306",
"Mon, Jan 20, 2020",10:00p,Golden State Warriors,124,Portland Trail Blazers,129,"19,493",
"Tue, Jan 21, 2020",8:30p,Los Angeles Clippers,110,Dallas Mavericks,107,"19,783",
"Wed, Jan 22, 2020",7:00p,Sacramento Kings,106,Detroit Pistons,127,"13,972",
"Wed, Jan 22, 2020",7:00p,Oklahoma City Thunder,120,Orlando Magic,114,"18,846",
"Wed, Jan 22, 2020",7:00p,Philadelphia 76ers,95,Toronto Raptors,107,"19,800",
"Wed, Jan 22, 2020",7:30p,Los Angeles Clippers,95,Atlanta Hawks,102,"14,338",
"Wed, Jan 22, 2020",7:30p,Memphis Grizzlies,95,Boston Celtics,119,"19,156",
"Wed, Jan 22, 2020",7:30p,Washington Wizards,129,Miami Heat,134,"19,600",
"Wed, Jan 22, 2020",7:30p,Los Angeles Lakers,100,New York Knicks,92,"19,812",
"Wed, Jan 22, 2020",8:00p,Minnesota Timberwolves,110,Chicago Bulls,117,"18,875",
"Wed, Jan 22, 2020",8:00p,Denver Nuggets,105,Houston Rockets,121,"18,055",
"Wed, Jan 22, 2020",9:00p,Indiana Pacers,112,Phoenix Suns,87,"14,691",
"Wed, Jan 22, 2020",9:30p,San Antonio Spurs,121,New Orleans Pelicans,117,"18,365",
"Wed, Jan 22, 2020",10:00p,Utah Jazz,129,Golden State Warriors,96,"18,064",
"Thu, Jan 23, 2020",7:00p,Washington Wizards,124,Cleveland Cavaliers,112,"16,689",
"Thu, Jan 23, 2020",8:00p,Los Angeles Lakers,128,Brooklyn Nets,113,"17,732",
"Thu, Jan 23, 2020",10:30p,Dallas Mavericks,133,Portland Trail Blazers,125,"19,574",
"Fri, Jan 24, 2020",3:00p,Milwaukee Bucks,116,Charlotte Hornets,103,"15,758","at Paris, France"
"Fri, Jan 24, 2020",7:00p,Memphis Grizzlies,125,Detroit Pistons,112,"14,583",
"Fri, Jan 24, 2020",7:00p,Boston Celtics,109,Orlando Magic,98,"18,846",
"Fri, Jan 24, 2020",7:30p,Toronto Raptors,118,New York Knicks,112,"18,883",
"Fri, Jan 24, 2020",8:00p,Sacramento Kings,98,Chicago Bulls,81,"17,661",
"Fri, Jan 24, 2020",8:00p,Los Angeles Clippers,122,Miami Heat,117,"19,632",
"Fri, Jan 24, 2020",8:00p,Houston Rockets,131,Minnesota Timberwolves,124,"16,101",
"Fri, Jan 24, 2020",8:00p,Denver Nuggets,113,New Orleans Pelicans,106,"16,398",
"Fri, Jan 24, 2020",8:00p,Atlanta Hawks,111,Oklahoma City Thunder,140,"18,203",
"Fri, Jan 24, 2020",8:30p,Phoenix Suns,103,San Antonio Spurs,99,"18,354",
"Fri, Jan 24, 2020",10:30p,Indiana Pacers,129,Golden State Warriors,118,"18,064",
"Sat, Jan 25, 2020",5:00p,Dallas Mavericks,107,Utah Jazz,112,"18,306",
"Sat, Jan 25, 2020",7:00p,Brooklyn Nets,121,Detroit Pistons,111,"15,890",
"Sat, Jan 25, 2020",8:00p,Chicago Bulls,118,Cleveland Cavaliers,106,"19,432",
"Sat, Jan 25, 2020",8:00p,Oklahoma City Thunder,113,Minnesota Timberwolves,104,"16,236",
"Sat, Jan 25, 2020",8:30p,Los Angeles Lakers,91,Philadelphia 76ers,108,"21,109",
"Sun, Jan 26, 2020",3:30p,Houston Rockets,110,Denver Nuggets,117,"19,520",
"Sun, Jan 26, 2020",4:00p,Toronto Raptors,110,San Antonio Spurs,106,"18,354",
"Sun, Jan 26, 2020",6:00p,Washington Wizards,133,Atlanta Hawks,152,"15,567",
"Sun, Jan 26, 2020",6:00p,Phoenix Suns,109,Memphis Grizzlies,114,"17,214",
"Sun, Jan 26, 2020",6:00p,Boston Celtics,108,New Orleans Pelicans,123,"16,737",
"Sun, Jan 26, 2020",6:00p,Brooklyn Nets,97,New York Knicks,110,"17,831",
"Sun, Jan 26, 2020",6:00p,Los Angeles Clippers,112,Orlando Magic,97,"15,427",
"Sun, Jan 26, 2020",9:00p,Indiana Pacers,129,Portland Trail Blazers,139,"19,663",
"Mon, Jan 27, 2020",7:00p,Cleveland Cavaliers,115,Detroit Pistons,100,"12,597",
"Mon, Jan 27, 2020",7:30p,Orlando Magic,92,Miami Heat,113,"19,600",
"Mon, Jan 27, 2020",8:00p,San Antonio Spurs,109,Chicago Bulls,110,"16,071",
"Mon, Jan 27, 2020",8:00p,Sacramento Kings,133,Minnesota Timberwolves,129,"13,449",
"Mon, Jan 27, 2020",8:00p,Dallas Mavericks,107,Oklahoma City Thunder,97,"18,203",
"Mon, Jan 27, 2020",9:00p,Houston Rockets,126,Utah Jazz,117,"18,306",
"Tue, Jan 28, 2020",7:00p,New York Knicks,92,Charlotte Hornets,97,"14,342",
"Tue, Jan 28, 2020",7:00p,Golden State Warriors,104,Philadelphia 76ers,115,"20,854",
"Tue, Jan 28, 2020",7:30p,New Orleans Pelicans,125,Cleveland Cavaliers,111,"19,432",
"Tue, Jan 28, 2020",7:30p,Atlanta Hawks,114,Toronto Raptors,130,"19,800",
"Tue, Jan 28, 2020",8:00p,Denver Nuggets,96,Memphis Grizzlies,104,"14,365",
"Tue, Jan 28, 2020",8:00p,Boston Celtics,109,Miami Heat,101,"19,704",
"Tue, Jan 28, 2020",8:00p,Washington Wizards,131,Milwaukee Bucks,151,"17,681",
"Tue, Jan 28, 2020",8:30p,Phoenix Suns,133,Dallas Mavericks,104,"20,216",
"Wed, Jan 29, 2020",7:00p,Chicago Bulls,106,Indiana Pacers,115,"17,923",
"Wed, Jan 29, 2020",7:30p,Detroit Pistons,115,Brooklyn Nets,125,"14,275",
"Wed, Jan 29, 2020",7:30p,Memphis Grizzlies,127,New York Knicks,106,"18,768",
"Wed, Jan 29, 2020",8:30p,Utah Jazz,120,San Antonio Spurs,127,"17,887",
"Wed, Jan 29, 2020",10:00p,Houston Rockets,112,Portland Trail Blazers,125,"19,393",
"Wed, Jan 29, 2020",10:00p,Oklahoma City Thunder,120,Sacramento Kings,100,"16,935",
"Thu, Jan 30, 2020",7:00p,Toronto Raptors,115,Cleveland Cavaliers,109,"17,695",
"Thu, Jan 30, 2020",7:00p,Charlotte Hornets,107,Washington Wizards,121,"15,013",
"Thu, Jan 30, 2020",7:30p,Philadelphia 76ers,117,Atlanta Hawks,127,"15,227",
"Thu, Jan 30, 2020",8:00p,Golden State Warriors,104,Boston Celtics,119,"19,156",
"Thu, Jan 30, 2020",10:30p,Utah Jazz,100,Denver Nuggets,106,"19,520",
"Thu, Jan 30, 2020",10:30p,Sacramento Kings,124,Los Angeles Clippers,103,"19,068",
"Fri, Jan 31, 2020",7:00p,Toronto Raptors,105,Detroit Pistons,92,"17,356",
"Fri, Jan 31, 2020",7:30p,Chicago Bulls,118,Brooklyn Nets,133,"17,732",
"Fri, Jan 31, 2020",7:30p,Dallas Mavericks,121,Houston Rockets,128,"18,055",
"Fri, Jan 31, 2020",8:00p,Memphis Grizzlies,111,New Orleans Pelicans,139,"18,362",
"Fri, Jan 31, 2020",9:00p,Denver Nuggets,127,Milwaukee Bucks,115,"18,141",
"Fri, Jan 31, 2020",9:00p,Oklahoma City Thunder,111,Phoenix Suns,107,"17,260",
"Fri, Jan 31, 2020",10:30p,Portland Trail Blazers,127,Los Angeles Lakers,119,"18,997",
"Sat, Feb 1, 2020",3:30p,Minnesota Timberwolves,106,Los Angeles Clippers,118,"19,068",
"Sat, Feb 1, 2020",7:00p,New York Knicks,92,Indiana Pacers,85,"17,923",
"Sat, Feb 1, 2020",7:00p,Miami Heat,102,Orlando Magic,89,"18,846",
"Sat, Feb 1, 2020",8:00p,Golden State Warriors,131,Cleveland Cavaliers,112,"18,410",
"Sat, Feb 1, 2020",8:00p,Brooklyn Nets,107,Washington Wizards,113,"18,196",
"Sat, Feb 1, 2020",8:30p,Philadelphia 76ers,95,Boston Celtics,116,"19,156",
"Sat, Feb 1, 2020",8:30p,Atlanta Hawks,100,Dallas Mavericks,123,"20,328",
"Sat, Feb 1, 2020",9:00p,Charlotte Hornets,90,San Antonio Spurs,114,"18,615",
"Sat, Feb 1, 2020",10:00p,Los Angeles Lakers,129,Sacramento Kings,113,"17,583",
"Sat, Feb 1, 2020",10:30p,Utah Jazz,107,Portland Trail Blazers,124,"19,603",
"Sun, Feb 2, 2020",12:30p,Denver Nuggets,123,Detroit Pistons,128,"15,488",
"Sun, Feb 2, 2020",2:00p,New Orleans Pelicans,109,Houston Rockets,117,"18,055",
"Sun, Feb 2, 2020",2:00p,Phoenix Suns,108,Milwaukee Bucks,129,"17,754",
"Sun, Feb 2, 2020",3:00p,Chicago Bulls,102,Toronto Raptors,129,"19,800",
"Mon, Feb 3, 2020",7:00p,Orlando Magic,112,Charlotte Hornets,100,"12,337",
"Mon, Feb 3, 2020",7:00p,New York Knicks,139,Cleveland Cavaliers,134,"16,303",
"Mon, Feb 3, 2020",7:00p,Dallas Mavericks,112,Indiana Pacers,103,"15,086",
"Mon, Feb 3, 2020",7:00p,Golden State Warriors,125,Washington Wizards,117,"17,120",
"Mon, Feb 3, 2020",7:30p,Boston Celtics,123,Atlanta Hawks,115,"16,231",
"Mon, Feb 3, 2020",7:30p,Phoenix Suns,97,Brooklyn Nets,119,"14,891",
"Mon, Feb 3, 2020",7:30p,Philadelphia 76ers,106,Miami Heat,137,"19,725",
"Mon, Feb 3, 2020",8:00p,Detroit Pistons,82,Memphis Grizzlies,96,"14,597",
"Mon, Feb 3, 2020",10:00p,Minnesota Timberwolves,109,Sacramento Kings,113,"15,819",
"Mon, Feb 3, 2020",10:30p,San Antonio Spurs,105,Los Angeles Clippers,108,"19,068",
"Tue, Feb 4, 2020",7:30p,Milwaukee Bucks,120,New Orleans Pelicans,108,"15,424",
"Tue, Feb 4, 2020",8:00p,Charlotte Hornets,110,Houston Rockets,125,"18,055",
"Tue, Feb 4, 2020",9:00p,Portland Trail Blazers,99,Denver Nuggets,127,"19,520",
"Tue, Feb 4, 2020",10:00p,San Antonio Spurs,102,Los Angeles Lakers,129,"18,997",
"Wed, Feb 5, 2020",7:00p,Phoenix Suns,108,Detroit Pistons,116,"13,707",
"Wed, Feb 5, 2020",7:30p,Orlando Magic,100,Boston Celtics,116,"19,156",
"Wed, Feb 5, 2020",7:30p,Golden State Warriors,88,Brooklyn Nets,129,"14,352",
"Wed, Feb 5, 2020",7:30p,Indiana Pacers,118,Toronto Raptors,119,"19,800",
"Wed, Feb 5, 2020",8:00p,Atlanta Hawks,127,Minnesota Timberwolves,120,"10,779",
"Wed, Feb 5, 2020",8:00p,Cleveland Cavaliers,103,Oklahoma City Thunder,109,"18,203",
"Wed, Feb 5, 2020",8:30p,Memphis Grizzlies,121,Dallas Mavericks,107,"20,069",
"Wed, Feb 5, 2020",9:00p,Denver Nuggets,98,Utah Jazz,95,"18,306",
"Wed, Feb 5, 2020",10:00p,Miami Heat,111,Los Angeles Clippers,128,"19,068",
"Thu, Feb 6, 2020",7:30p,Orlando Magic,103,New York Knicks,105,"18,895",
"Thu, Feb 6, 2020",8:00p,New Orleans Pelicans,125,Chicago Bulls,119,"18,247",
"Thu, Feb 6, 2020",8:00p,Philadelphia 76ers,101,Milwaukee Bucks,112,"17,928",
"Thu, Feb 6, 2020",10:00p,San Antonio Spurs,117,Portland Trail Blazers,125,"19,653",
"Thu, Feb 6, 2020",10:30p,Houston Rockets,121,Los Angeles Lakers,111,"18,997",
"Fri, Feb 7, 2020",7:00p,Memphis Grizzlies,107,Philadelphia 76ers,119,"20,779",
"Fri, Feb 7, 2020",7:00p,Dallas Mavericks,118,Washington Wizards,119,"20,476",
"Fri, Feb 7, 2020",7:30p,Atlanta Hawks,107,Boston Celtics,112,"19,156",
"Fri, Feb 7, 2020",8:00p,Toronto Raptors,115,Indiana Pacers,106,"17,028",
"Fri, Feb 7, 2020",8:00p,Detroit Pistons,101,Oklahoma City Thunder,108,"18,203",
"Fri, Feb 7, 2020",9:00p,Houston Rockets,91,Phoenix Suns,127,"17,043",
"Fri, Feb 7, 2020",10:00p,Miami Heat,97,Sacramento Kings,105,"16,760",
"Fri, Feb 7, 2020",10:30p,Portland Trail Blazers,114,Utah Jazz,117,"18,306",
"Sat, Feb 8, 2020",5:00p,Milwaukee Bucks,111,Orlando Magic,95,"16,632",
"Sat, Feb 8, 2020",7:00p,Dallas Mavericks,116,Charlotte Hornets,100,"19,370",
"Sat, Feb 8, 2020",7:00p,New York Knicks,95,Detroit Pistons,92,"15,980",
"Sat, Feb 8, 2020",7:30p,New Orleans Pelicans,124,Indiana Pacers,117,"17,923",
"Sat, Feb 8, 2020",7:30p,Brooklyn Nets,118,Toronto Raptors,119,"19,800",
"Sat, Feb 8, 2020",8:00p,Los Angeles Clippers,115,Minnesota Timberwolves,142,"18,978",
"Sat, Feb 8, 2020",8:30p,Los Angeles Lakers,125,Golden State Warriors,120,"18,064",
"Sat, Feb 8, 2020",9:00p,Denver Nuggets,117,Phoenix Suns,108,"16,843",
"Sat, Feb 8, 2020",10:00p,San Antonio Spurs,102,Sacramento Kings,122,"16,756",
"Sun, Feb 9, 2020",3:30p,Boston Celtics,112,Oklahoma City Thunder,111,"18,203",
"Sun, Feb 9, 2020",6:00p,New York Knicks,135,Atlanta Hawks,140,"16,309",
"Sun, Feb 9, 2020",6:00p,Chicago Bulls,111,Philadelphia 76ers,118,"21,018",
"Sun, Feb 9, 2020",6:00p,Memphis Grizzlies,106,Washington Wizards,99,"17,251",
"Sun, Feb 9, 2020",7:00p,Utah Jazz,114,Houston Rockets,113,"18,055",
"Sun, Feb 9, 2020",7:30p,Los Angeles Clippers,133,Cleveland Cavaliers,92,"17,240",
"Sun, Feb 9, 2020",9:00p,Miami Heat,109,Portland Trail Blazers,115,"19,726",
"Mon, Feb 10, 2020",7:00p,Charlotte Hornets,87,Detroit Pistons,76,"13,941",
"Mon, Feb 10, 2020",7:00p,Brooklyn Nets,106,Indiana Pacers,105,"16,761",
"Mon, Feb 10, 2020",7:00p,Atlanta Hawks,126,Orlando Magic,135,"17,076",
"Mon, Feb 10, 2020",7:30p,Minnesota Timberwolves,126,Toronto Raptors,137,"19,800",
"Mon, Feb 10, 2020",8:00p,Sacramento Kings,111,Milwaukee Bucks,123,"17,463",
"Mon, Feb 10, 2020",8:30p,Utah Jazz,123,Dallas Mavericks,119,"19,793",
"Mon, Feb 10, 2020",9:00p,San Antonio Spurs,120,Denver Nuggets,127,"19,520",
"Mon, Feb 10, 2020",10:30p,Miami Heat,113,Golden State Warriors,101,"18,064",
"Mon, Feb 10, 2020",10:30p,Phoenix Suns,100,Los Angeles Lakers,125,"18,997",
"Tue, Feb 11, 2020",7:00p,Los Angeles Clippers,103,Philadelphia 76ers,110,"20,730",
"Tue, Feb 11, 2020",7:00p,Chicago Bulls,114,Washington Wizards,126,"15,135",
"Tue, Feb 11, 2020",8:00p,Portland Trail Blazers,117,New Orleans Pelicans,138,"15,739",
"Tue, Feb 11, 2020",8:00p,San Antonio Spurs,114,Oklahoma City Thunder,106,"18,203",
"Tue, Feb 11, 2020",9:30p,Boston Celtics,105,Houston Rockets,116,"18,055",
"Wed, Feb 12, 2020",7:00p,Atlanta Hawks,105,Cleveland Cavaliers,127,"16,200",
"Wed, Feb 12, 2020",7:00p,Detroit Pistons,112,Orlando Magic,116,"16,607",
"Wed, Feb 12, 2020",7:30p,Toronto Raptors,91,Brooklyn Nets,101,"15,823",
"Wed, Feb 12, 2020",7:30p,Milwaukee Bucks,111,Indiana Pacers,118,"17,018",
"Wed, Feb 12, 2020",7:30p,Washington Wizards,114,New York Knicks,96,"18,835",
"Wed, Feb 12, 2020",8:00p,Portland Trail Blazers,104,Memphis Grizzlies,111,"16,889",
"Wed, Feb 12, 2020",8:00p,Charlotte Hornets,115,Minnesota Timberwolves,108,"18,978",
"Wed, Feb 12, 2020",8:30p,Sacramento Kings,111,Dallas Mavericks,130,"19,842",
"Wed, Feb 12, 2020",9:00p,Golden State Warriors,106,Phoenix Suns,112,"15,216",
"Wed, Feb 12, 2020",9:00p,Miami Heat,101,Utah Jazz,116,"18,306",
"Wed, Feb 12, 2020",10:00p,Los Angeles Lakers,120,Denver Nuggets,116,"19,860",
"Thu, Feb 13, 2020",8:00p,Los Angeles Clippers,133,Boston Celtics,141,"19,156",
"Thu, Feb 13, 2020",8:00p,Oklahoma City Thunder,123,New Orleans Pelicans,118,"17,865",
"Thu, Feb 20, 2020",7:00p,Milwaukee Bucks,126,Detroit Pistons,106,"16,097",
"Thu, Feb 20, 2020",7:30p,Miami Heat,124,Atlanta Hawks,129,"17,356",
"Thu, Feb 20, 2020",8:00p,Charlotte Hornets,103,Chicago Bulls,93,"17,463",
"Thu, Feb 20, 2020",8:00p,Brooklyn Nets,104,Philadelphia 76ers,112,"20,806",
"Thu, Feb 20, 2020",10:00p,Memphis Grizzlies,125,Sacramento Kings,129,"17,078",
"Thu, Feb 20, 2020",10:30p,Houston Rockets,135,Golden State Warriors,105,"18,064",
"Fri, Feb 21, 2020",7:00p,Dallas Mavericks,122,Orlando Magic,106,"18,846",
"Fri, Feb 21, 2020",7:00p,Cleveland Cavaliers,113,Washington Wizards,108,"18,895",
"Fri, Feb 21, 2020",7:30p,Indiana Pacers,106,New York Knicks,98,"19,812",
"Fri, Feb 21, 2020",7:30p,Phoenix Suns,101,Toronto Raptors,118,"19,800",
"Fri, Feb 21, 2020",8:00p,Boston Celtics,127,Minnesota Timberwolves,117,"18,978",
"Fri, Feb 21, 2020",8:00p,Denver Nuggets,101,Oklahoma City Thunder,113,"18,203",
"Fri, Feb 21, 2020",9:00p,San Antonio Spurs,113,Utah Jazz,104,"18,306",
"Fri, Feb 21, 2020",10:30p,Memphis Grizzlies,105,Los Angeles Lakers,117,"18,997",
"Fri, Feb 21, 2020",10:30p,New Orleans Pelicans,128,Portland Trail Blazers,115,"19,946",
"Sat, Feb 22, 2020",3:30p,Sacramento Kings,112,Los Angeles Clippers,103,"19,068",
"Sat, Feb 22, 2020",7:00p,Brooklyn Nets,115,Charlotte Hornets,86,"19,079",
"Sat, Feb 22, 2020",7:30p,Dallas Mavericks,107,Atlanta Hawks,111,"17,050",
"Sat, Feb 22, 2020",8:00p,Phoenix Suns,112,Chicago Bulls,104,"20,506",
"Sat, Feb 22, 2020",8:00p,Cleveland Cavaliers,105,Miami Heat,124,"19,754",
"Sat, Feb 22, 2020",8:30p,Philadelphia 76ers,98,Milwaukee Bucks,119,"18,290",
"Sat, Feb 22, 2020",9:00p,Houston Rockets,120,Utah Jazz,110,"18,306",
"Sun, Feb 23, 2020",3:30p,Boston Celtics,112,Los Angeles Lakers,114,"18,997",
"Sun, Feb 23, 2020",6:00p,Minnesota Timberwolves,116,Denver Nuggets,128,"19,626",
"Sun, Feb 23, 2020",6:00p,Indiana Pacers,81,Toronto Raptors,127,"19,800",
"Sun, Feb 23, 2020",7:00p,Washington Wizards,117,Chicago Bulls,126,"18,024",
"Sun, Feb 23, 2020",7:00p,San Antonio Spurs,103,Oklahoma City Thunder,131,"18,203",
"Sun, Feb 23, 2020",8:30p,New Orleans Pelicans,115,Golden State Warriors,101,"18,064",
"Sun, Feb 23, 2020",9:00p,Detroit Pistons,104,Portland Trail Blazers,107,"19,393",
"Mon, Feb 24, 2020",7:00p,Miami Heat,119,Cleveland Cavaliers,125,"17,336",
"Mon, Feb 24, 2020",7:00p,Atlanta Hawks,112,Philadelphia 76ers,129,"20,836",
